title,price,registration,location,benzin,mileage,power,gefunden
VW Golf 1.4 TSI eHybrid GTE KAMERA LM18 LED ACC,26.000 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",21.476 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Opel Corsa-e Corsa F e GS Line Klimaaut. Wärmepumpe DAB LED,22.300 €,EZ -/2022,,"Elektro, ca. 15,9 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A",17.500 km,ca. 100 kW (136PS),gefunden auf hey.car Online-Kauf
Hyundai Ioniq 1.6 GDI Plug-In Hybrid Style Navi SHD LED,20.090 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",46.338 km,ca. 77 kW (105PS),gefunden auf hey.car Online-Kauf
Opel Astra L 1.6 PHEV GS Line Navi` 360°* LED*AHK*18,28.120 €,EZ -/2022,,"Hybrid, ca. 5,1 l/100 km (komb.)* , ca. 27 g CO₂/km (komb.)* ",26.300 km,ca. 133 kW (181PS),gefunden auf hey.car Online-Kauf
Audi A8 60 TFSI e quattro 3TV*Massage*Pano*3D*Air,75.580 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",36.800 km,ca. 340 kW (462PS),gefunden auf hey.car Online-Kauf
Audi A8 Lang 60 TFSI e quattro Ruhesitz|B&O|DigMatrix,86.480 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",3.500 km,ca. 340 kW (462PS),gefunden auf hey.car Online-Kauf
Kia Optima 2.0 GDI PHEV Spirit Leder-Paket-Black,17.224 €,EZ -/2017,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",63.641 km,ca. 151 kW (205PS),gefunden auf hey.car Online-Kauf
VW Golf VII e- W-PUMPE+DYNAUDIO+CCS+NAVI+APP+LE,20.080 €,EZ -/2020,,"Elektro, ca. 15,93 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",31.100 km,ca. 100 kW (136PS),gefunden auf hey.car Online-Kauf
VW Golf GTE 1.4 TSI Hybrid 110kW 6-Gang DSG 4 Türen,23.890 €,EZ -/2020,,"Hybrid, ca. 6,239 l/100 km (komb.)* , ca. 141 g CO₂/km (komb.)* , A+",29.574 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
VW ID.3 MAX Pro Performance Matrix*DCC*ACC*Pano,33.350 €,EZ -/2020,,"Elektro, ca. 0 g CO₂/km (komb.)* ",28.420 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Opel Corsa-e Corsa F e Edition*Lane-Assist*,21.890 €,EZ -/2021,,"Elektro, ca. 0 g CO₂/km (komb.)* ",34.100 km,ca. 100 kW (136PS),gefunden auf hey.car Online-Kauf
"BMW i3 (120 Ah), 125kW NaviProf RFK PDC",21.090 €,EZ -/2021,,"Elektro, ca. 15,4 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",18.921 km,ca. 125 kW (170PS),gefunden auf hey.car Online-Kauf
VW Golf 1.4 eHybrid GTE NAVI AHK LED+ LM18,28.530 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",25.663 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Cupra Born BEATS,33.649 €,EZ -/2023,,"Elektro, ca. 0 g CO₂/km (komb.)* ",4.820 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
VW Golf 1.4 eHybrid STYLE MATRIX NAVI APP-CON SITZHZ,25.810 €,EZ -/2022,,"Hybrid, ca. 83,3 l/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",9.045 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Cupra Born BEATS 20,35.649 €,EZ -/2022,,"Elektro, ca. 16,0 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",3.000 km,ca. 170 kW (231PS),gefunden auf hey.car Online-Kauf
Hyundai IONIQ 6 First Edition CarPlay Kamera 360° Navi,53.699 €,EZ -/2023,,"Elektro, ca. 15,1 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",9.990 km,ca. 239 kW (325PS),gefunden auf hey.car Online-Kauf
Cupra Born 20 WÄRMEP BEATS,32.640 €,EZ -/2022,,"Elektro, ca. 14,6 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",2.896 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Cupra Born h Batterie 62 (brutto) Wärmepumpe LE,28.329 €,EZ -/2022,,"Elektro, ca. 16,4 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",3.350 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Opel Astra GSe PHEV NAVI MEMORY AGR MATRIX SHZ LHZ HUD,43.640 €,EZ -/2023,,"Hybrid, ca. 1,1 l/100 km (komb.)* , ca. 25 g CO₂/km (komb.)* , A",9.500 km,ca. 165 kW (224PS),gefunden auf hey.car Online-Kauf
Cupra Born h Batterie 62 (brutto)Wärmepumpe A,27.049 €,EZ -/2022,,"Elektro, ca. 16,4 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",17.950 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Cupra Leon Sportstourer 1.4 e-HYBRID /SHZ/NAVI/FaPa M,25.290 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",32.000 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Cupra Born h Batterie (62kWh brutto) Wärmepumpe A,27.329 €,EZ -/2022,,"Elektro, ca. 16,4 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",17.450 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
MG MG4 Luxury Elektromotor 204PS Navi Sitzheiz. Lenkradheiz. I-Smart ACC.,26.769 €,EZ -/2023,,"Elektro, ca. 0 g CO₂/km (komb.)* , A+++",17.000 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
VW Golf 1.4 GTE LM18 ST.HEIZ AHK ASSIST,30.440 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",15.913 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Audi A3 Sportback 40 TFSIe ADVANCED ACC AHK NAVI+ PRIVACY,25.080 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",42.665 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz A 250 e AMG MBUX-High Ambiente LED Lamera,28.300 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",68.525 km,ca. 118 kW (160PS),gefunden auf hey.car Online-Kauf
Renault Megane E-Tech 100% electric Techno EV60 NAVI,52.855 €,EZ -/2023,,"Elektro, ca. 16,1 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",10.205 km,ca. 160 kW (218PS),gefunden auf hey.car Online-Kauf
Nissan Leaf ACENTA 40 kWh (*APPLE CARPLAY/ANDROID*),18.090 €,EZ -/2021,,"Elektro, ca. 17,1 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",20.390 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz A 250 A 250e AMG Night AHK HighEndMBUX Busi LED Ambien,37.430 €,EZ -/2020,,"Hybrid, ca. 5,9 l/100 km (komb.)* , ca. 149 g CO₂/km (komb.)* , B",16.100 km,ca. 118 kW (160PS),gefunden auf hey.car Online-Kauf
Renault Megane E-Tech 100% ele TECHNO EV60 220hp optimum,36.530 €,EZ -/2022,,"Elektro, ca. 0 g CO₂/km (komb.)* , A+++",8.900 km,ca. 160 kW (218PS),gefunden auf hey.car Online-Kauf
VW Golf GTE 1.4 eTSI Hybrid DSG ACC LED NAVI SHZ,24.170 €,EZ -/2021,,"Hybrid, ca. 1,14 l/100 km (komb.)* , ca. 26 g CO₂/km (komb.)* ",28.700 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
VW Golf 1.4 eHybrid STYLE LED+ NAVI STDHZG LM18 AHK,27.530 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",9.995 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Tesla Model 3 LONG RANGE DUAL 4WD ANHÄNGERKPL+PANO+ACC,39.970 €,EZ -/2022,,"Elektro, ca. 14,8 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",31.300 km,ca. 366 kW (498PS),gefunden auf hey.car Online-Kauf
Audi e-tron GT qu. Luft Laser HUD ParkAss 360 21?,84.480 €,EZ -/2022,,"Elektro, ca. 21,07 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",33.310 km,ca. 350 kW (476PS),gefunden auf hey.car Online-Kauf
Opel Astra L Electric Ultimate - NAVI BLACKLINE PANO.,43.940 €,EZ -/2023,,"Elektro, ca. 14,9 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",1.990 km,ca. 115 kW (156PS),gefunden auf hey.car Online-Kauf
Renault Megane E-Tech 100% electric Equilibre EV40 NAVI,28.377 €,EZ -/2022,,"Elektro, ca. 15,5 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",9.418 km,ca. 96 kW (131PS),gefunden auf hey.car Online-Kauf
VW Golf 8 1.4 TSI DSG GTE DIGITAL COCKPIT PRO PANO NAVI 18 KAMERA DCC STANDH. ACC DAB 5-J-GARANTIE,33.449 €,EZ -/2022,,"Hybrid, ca. 1,7 l/100 km (komb.)* , ca. 38 g CO₂/km (komb.)* , A+++",30.800 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Audi A6 Lim. 50 TFSIe S-tronic s-line NAVI LED ALU 19,34.650 €,EZ -/2020,,"Hybrid, ca. 1,9 l/100 km (komb.)* , ca. 42 g CO₂/km (komb.)* , A+++",31.200 km,ca. 185 kW (252PS),gefunden auf hey.car Online-Kauf
Opel Corsa-e Corsa e Ultimate Navi digitales Cockpit LED SHZ,22.130 €,EZ -/2022,,"Elektro, ca. 0 g CO₂/km (komb.)* ",9.249 km,ca. 100 kW (136PS),gefunden auf hey.car Online-Kauf
VW Golf 1.4 eHybrid GTE LM18 NAVI HEAD-UP WINTER,22.820 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",63.191 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
VW Golf 1.4 TSI eHybrid DSG GTE KAMERA IQ.LIGHT NAVI ACC,26.140 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",27.206 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
VW ID.3,25.280 €,EZ -/2020,,"Elektro, ca. 14,5 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",37.570 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
"Audi A3 Sportback 40 e-tron Sport AHK, S-line",22.206 €,EZ -/2020,,"Hybrid, ca. 2,0 l/100 km (komb.)* , ca. 46 g CO₂/km (komb.)* , A+",66.132 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
VW ID.4 GTX HUD HZ Pano Kamera 360,45.689 €,EZ -/2023,,"Elektro, ca. 15,8 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",9.578 km,ca. 220 kW (299PS),gefunden auf hey.car Online-Kauf
VW ID.3 Pro 1st Plus 150 kW 62 kWh ACC Kamera Navi,25.280 €,EZ -/2020,,"Elektro, ca. 15,7 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",34.417 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Audi A8 lang 60 TFSIe Q NP160 EINZELSITZE RSE PANO,81.970 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",7.623 km,ca. 340 kW (462PS),gefunden auf hey.car Online-Kauf
Cupra Born h 19 Top View Beats Audio WP,34.600 €,EZ -/2023,,"Elektro, ca. 15,5 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",5.050 km,ca. 170 kW (231PS),gefunden auf hey.car Online-Kauf
Polestar -2 2 Single Motor 64kWh,37.150 €,EZ -/2021,,"Elektro, ca. 0 g CO₂/km (komb.)* ",10.800 km,ca. 165 kW (224PS),gefunden auf hey.car Online-Kauf
Audi A6 Limousine 55 TFSI e S line AHK HD-Matrix Pano,48.640 €,EZ -/2020,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",29.900 km,ca. 270 kW (367PS),gefunden auf hey.car Online-Kauf
Smart ForFour EQ EQ forfour,12.150 €,EZ -/2021,,"Elektro, ca. 0 g CO₂/km (komb.)* ",31.439 km,ca. 41 kW (56PS),gefunden auf hey.car Online-Kauf
"Mercedes-Benz S 560 e Limousine lang Pano, Multibeam, HUD",64.340 €,EZ -/2020,,"Hybrid, ca. 8,3 l/100 km (komb.)* , ca. 187 g CO₂/km (komb.)* ",78.500 km,ca. 270 kW (367PS),gefunden auf hey.car Online-Kauf
VW Golf VIII GTE Navi LED,27.150 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",24.990 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
Audi A3,26.570 €,EZ -/2022,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 30 g CO₂/km (komb.)* ",13.354 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Seat Leon 1.4 e-HYBRID DSG XCELLENCE 17 LED Navi FaPa Kamera Wireless Full Link Virtual Cockpit WP,22.600 €,EZ -/2021,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 32 g CO₂/km (komb.)* , A+++",43.820 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Cupra Born h e-boost APPLE ANDROID,41.190 €,EZ -/2022,,"Elektro, ca. 15,7 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",9.955 km,ca. 170 kW (231PS),gefunden auf hey.car Online-Kauf
Audi RS e-tron GT Q UPE177 LM21 CARBON MASSAGE,123.770 €,EZ -/2023,,"Elektro, ca. 0 g CO₂/km (komb.)* ",16.727 km,ca. 440 kW (598PS),gefunden auf hey.car Online-Kauf
VW ID.3 Pro Perform. Fahrschulpedale ACC Navi SHZ,24.280 €,EZ -/2022,,"Elektro, ca. 16,3 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",31.156 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Renault Megane E-Tech 100% electric Techno EV60 NAVI PDC,39.638 €,EZ -/2023,,"Elektro, ca. 16,1 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",20.304 km,ca. 160 kW (218PS),gefunden auf hey.car Online-Kauf
VW Golf GTE 1.4 e-Hybrid DSG*SHZ*LED*Navi*PDC,27.350 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",30.241 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Cupra Born h Batterie 62 (brutto) Wärmepumpe LE,27.979 €,EZ -/2022,,"Elektro, ca. 16,4 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",10.950 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Hyundai Ioniq Style Hybrid 1.6 GDI AHK SHZ PDC KAMERA KLIMAAT,17.445 €,EZ -/2018,,"Hybrid, ca. 4,2 l/100 km (komb.)* , ca. 97 g CO₂/km (komb.)* , A+",79.000 km,ca. 104 kW (141PS),gefunden auf hey.car Online-Kauf
Audi A7 Sportback 50 TFSIe quattro S tronic s-line KAMERA SHZ 19,43.900 €,EZ -/2021,,"Hybrid, ca. 1,5 l/100 km (komb.)* , ca. 34 g CO₂/km (komb.)* , A+++",69.950 km,ca. 220 kW (299PS),gefunden auf hey.car Online-Kauf
Seat Leon FR PHEV DSG ACC+KAMERA+LED+NAVI+APP+KEYLESS,23.880 €,EZ -/2020,,"Hybrid, ca. 71,4 l/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",19.900 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Audi A3,24.390 €,EZ -/2021,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 30 g CO₂/km (komb.)* , A+++",19.491 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
"Polestar -2 2 Long Range Single NP:56.895,-/Pilot-Lite",38.680 €,EZ -/2022,,"Elektro, ca. 18,6 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",9.900 km,ca. 170 kW (231PS),gefunden auf hey.car Online-Kauf
Cupra Born h Batterie 62 (brutto)Wärmepumpe A,27.019 €,EZ -/2022,,"Elektro, ca. 16,4 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",5.450 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Hyundai Ioniq Premium Plug-In-Hybrid ALLWETTER NAV LED DIG-DISPLAY KAMERA,20.990 €,EZ -/2020,,"Hybrid, ca. 1,1 l/100 km (komb.)* , ca. 26 g CO₂/km (komb.)* , A+",43.705 km,ca. 77 kW (105PS),gefunden auf hey.car Online-Kauf
Audi e-tron GT qu. 21 MATRIX S-SITZE PANO HEAD-UP UMGEBUNGSKAMERA NAVI PDC GRA CONNECT DAB,73.500 €,EZ -/2021,,"Elektro, ca. 20,86 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",23.645 km,ca. 350 kW (476PS),gefunden auf hey.car Online-Kauf
BMW 330e xDrive Berlina Advantage HiFi DAB Tempomat,30.350 €,EZ -/2021,,"Hybrid, ca. 1,7 l/100 km (komb.)* , ca. 40 g CO₂/km (komb.)* ",44.495 km,ca. 215 kW (292PS),gefunden auf hey.car Online-Kauf
Opel Astra Ultimate Paket 11KW OBC 360Kamera SHZ Navi Keyless Entry,39.690 €,EZ -/2023,,"Elektro, ca. 15,5 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A",5.500 km,ca. 115 kW (156PS),gefunden auf hey.car Online-Kauf
VW Golf 1.4 eHybrid GTE IQ.LIGHT AHK KAMERA LM18,30.120 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",23.348 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
VW Arteon 1.4 eHybrid R-LINE PANO ST.HEIZ AHK KAMERA,32.570 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",36.693 km,ca. 160 kW (218PS),gefunden auf hey.car Online-Kauf
VW Arteon R-l eHybrid DSG P-Dach LED Navi,38.800 €,EZ -/2023,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",22.960 km,ca. 115 kW (156PS),gefunden auf hey.car Online-Kauf
Cupra Born h Batterie 62 (brutto) Wärmepumpe,27.612 €,EZ -/2022,,"Elektro, ca. 16,4 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",12.750 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Cupra Born 150KW,34.399 €,EZ -/2023,,"Elektro, ca. 0 g CO₂/km (komb.)* ",13.780 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
VW ID.3 Pro 150kW 1-Gang Automatik 4 Türen,25.390 €,EZ -/2021,,"Elektro, ca. 15,4 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+",16.219 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
VW Arteon 1.4 eHybrid R-LINE ST.HEIZ AHK LED KAMERA,32.480 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",25.287 km,ca. 160 kW (218PS),gefunden auf hey.car Online-Kauf
VW Golf GTE 1.4 e-Hybrid DSG*LED*Navi*PDC*,24.730 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",24.164 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Renault Megane E-Tech 100% electric Iconic LEDER NAVI,38.972 €,EZ -/2023,,"Elektro, ca. 16,1 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",16.000 km,ca. 160 kW (218PS),gefunden auf hey.car Online-Kauf
Citroën C4 e-136 C-SERIES,33.700 €,EZ -/2023,,"Elektro, ca. 15,3 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",1.500 km,ca. 100 kW (136PS),gefunden auf hey.car Online-Kauf
Nissan Leaf TEKNA 40 kWh 150 PS (*360°-KAMERA*NAVI*),17.590 €,EZ -/2019,,"Elektro, ca. 15,2 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",25.990 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
Audi RS e-tron GT quattro MASSAGE,88.585 €,EZ -/2021,,"Elektro, ca. 0 g CO₂/km (komb.)* ",44.100 km,ca. 440 kW (598PS),gefunden auf hey.car Online-Kauf
BMW i3,22.450 €,EZ -/2021,,"Elektro, ca. 16,3 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+",10.378 km,ca. 125 kW (170PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz A 250 e // AMG KAMERA SPUR SHZ PDC,31.940 €,EZ -/2022,,"Hybrid, ca. 6,4 l/100 km (komb.)* , ca. 145 g CO₂/km (komb.)* ",17.046 km,ca. 118 kW (160PS),gefunden auf hey.car Online-Kauf
VW Golf VII e- NAVI+CARPLAY+PDC+FREISPRECH+HHC,15.280 €,EZ -/2019,,"Elektro, ca. 0 g CO₂/km (komb.)* ",37.100 km,ca. 100 kW (136PS),gefunden auf hey.car Online-Kauf
BMW 330,34.600 €,EZ -/2020,,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+",44.643 km,ca. 185 kW (252PS),gefunden auf hey.car Online-Kauf
VW Golf 1.4 eHybrid GTE IQ.Light KAMERA SITZHZ LM18,29.530 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",24.394 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
MG MG4 51 kWh Auto Abo - Mietkauf sofort ACC DAB,29.350 €,EZ -/2023,,"Elektro, ca. 17,0 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",9.970 km,ca. 125 kW (170PS),gefunden auf hey.car Online-Kauf
Cupra Born LM19 DISTANZ PILOT-M,29.020 €,EZ -/2023,,"Elektro, ca. 15,3 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",10.497 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
"VW Golf VIII GTE 1.4 TSI DSG eHybrid, Navi, LED, App-Connect, Rückfahrkamera, Klima",28.640 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",10.970 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Opel Astra L Ultimate Hybrid + Intelli Air + 360Grad RFK + Navi + LED Matrixlicht,30.640 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",6.500 km,ca. 132 kW (179PS),gefunden auf hey.car Online-Kauf
Citroën C4 e-Feel Elektromotor Klimaautomatik Park Distance Control Bluetooth,24.350 €,EZ -/2022,,"Elektro, ca. 0 g CO₂/km (komb.)* , A+",22.653 km,ca. 100 kW (136PS),gefunden auf hey.car Online-Kauf
VW Golf VIII,28.370 €,EZ -/2022,,"Hybrid, ca. 1,7 l/100 km (komb.)* , ca. 38 g CO₂/km (komb.)* , A+++",36.426 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
Renault Megane E-Tech 100% electric Equilibre EV60 CityP,34.638 €,EZ -/2023,,"Elektro, ca. 16,1 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",15.003 km,ca. 160 kW (218PS),gefunden auf hey.car Online-Kauf
VW ID.3 Pro Perf. Max WÄRMEPUMPE IQ.LIGHT NAVI 20 HEAD-UP PANO KAMERA ACC DAB 5-J-GARANTIE,30.599 €,EZ -/2021,,"Elektro, ca. 145,0 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",29.500 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz A 250 e AMG WIDE AMBIENTE MULTIBEAM,27.090 €,EZ -/2020,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",76.305 km,ca. 160 kW (218PS),gefunden auf hey.car Online-Kauf
VW ID.3 Pure Performance Navi*LED*Bluetooth,20.990 €,EZ -/2021,,"Elektro, ca. 0 g CO₂/km (komb.)* ",33.800 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
BMW i3S 120Ah PDC Navi Prof DAB GRA,20.790 €,EZ -/2021,,"Elektro, ca. 0 g CO₂/km (komb.)* ",35.098 km,ca. 135 kW (184PS),gefunden auf hey.car Online-Kauf
Porsche Taycan GTS Sport Turismo | Hinterachslenkung |,140.990 €,EZ -/2023,,"Elektro, ca. 22,8 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",6.900 km,ca. 440 kW (598PS),gefunden auf hey.car Online-Kauf
Kia EV6 Basis 2WD,44.290 €,EZ -/2023,,"Elektro, ca. 16,5 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",7.000 km,ca. 168 kW (228PS),gefunden auf hey.car Online-Kauf
"BMW i3 (120 Ah), 125kW Navi Bluetooth PDC",20.150 €,EZ -/2021,,"Elektro, ca. 15,4 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",9.811 km,ca. 125 kW (170PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz EQE 350 Electric,60.880 €,EZ -/2022,,"Elektro, ca. 0 g CO₂/km (komb.)* ",5.176 km,ca. 215 kW (292PS),gefunden auf hey.car Online-Kauf
Cupra Born PILOT-M,29.499 €,EZ -/2023,,"Elektro, ca. 0 g CO₂/km (komb.)* , A+++",3.970 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Renault Megane E-Tech Electric EV60 220HP (Batt. optimum,38.192 €,EZ -/2023,,"Elektro, ca. 1,6 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",11.000 km,ca. 55 kW (75PS),gefunden auf hey.car Online-Kauf
Renault Megane E-Tech 100% el. Evolution EV60 12M SmartP,32.083 €,EZ -/2022,,"Elektro, ca. 16,1 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",15.004 km,ca. 160 kW (218PS),gefunden auf hey.car Online-Kauf
Audi A3 Sportback 40 TFSIe S line *LED*PDC*ASI*Sitzheizung*,27.820 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",20.162 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
Audi A3 Sportback 40 TFSIe AHK PDC SITZHZ,25.630 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",46.020 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
Audi A6 50 TFSIe Hybrid Limousine quattro S-LINE 20,42.190 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",25.190 km,ca. 220 kW (299PS),gefunden auf hey.car Online-Kauf
Opel Astra L Business Edition + Navi Mode 3 Ladekabel StandHZG digitales Cockpit LED Apple CarPlay Business Edition + Navi + Mode 3 Ladekabel,25.600 €,EZ -/2022,,"Hybrid, ca. 0 g CO₂/km (komb.)* ",6.700 km,ca. 133 kW (181PS),gefunden auf hey.car Online-Kauf
